"query","answer","base_template","chosen_template","domains"
"can you move any of luis's tasks that are in review to completed?","['project_management.update_task.func(task_id=""00000249"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000272"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000296"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000280"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","can you move any of {name}'s tasks that are in review to completed?","['project_management']"
"Move any of kofi's tasks that are in review to completed","['project_management.update_task.func(task_id=""00000219"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000270"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000217"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","Move any of {name}'s tasks that are in review to completed","['project_management']"
"can you move any of anaya's tasks that are in review to completed?","['project_management.update_task.func(task_id=""00000115"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000198"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","can you move any of {name}'s tasks that are in review to completed?","['project_management']"
"can you move any of fatima's tasks that are in review to completed?","['project_management.update_task.func(task_id=""00000035"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","can you move any of {name}'s tasks that are in review to completed?","['project_management']"
"Move any of luis's tasks that are in review to completed","['project_management.update_task.func(task_id=""00000249"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000272"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000296"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000280"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","Move any of {name}'s tasks that are in review to completed","['project_management']"
"I've finished reviewing all of fatima's tasks. Can you move all the ones that are in review to completed?","['project_management.update_task.func(task_id=""00000035"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","I've finished reviewing all of {name}'s tasks. Can you move all the ones that are in review to completed?","['project_management']"
"I've finished reviewing all of leila's tasks. Can you move all the ones that are in review to completed?","['project_management.update_task.func(task_id=""00000113"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000157"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000118"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000121"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","I've finished reviewing all of {name}'s tasks. Can you move all the ones that are in review to completed?","['project_management']"
"can you move any of amir's tasks that are in review to completed?","['project_management.update_task.func(task_id=""00000252"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000264"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","can you move any of {name}'s tasks that are in review to completed?","['project_management']"
"can you move any of dmitri's tasks that are in review to completed?","['project_management.update_task.func(task_id=""00000067"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000053"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000094"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000073"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","can you move any of {name}'s tasks that are in review to completed?","['project_management']"
"Move any of nia's tasks that are in review to completed","['project_management.update_task.func(task_id=""00000120"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000191"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000126"", field=""list_name"", new_value=""Completed"")', 'project_management.update_task.func(task_id=""00000197"", field=""list_name"", new_value=""Completed"")']","Move any of {name}'s tasks that are in review to completed","Move any of {name}'s tasks that are in review to completed","['project_management']"
"dmitri is sick so reassign their in progress tasks to jinsoo.","['project_management.update_task.func(task_id=""00000009"", field=""assigned_to_email"", new_value=""jinsoo.kim@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","{name_1} is sick so reassign their in progress tasks to {name_2}.","['project_management']"
"can you reassign all of olga's in progress tasks to nia?","['project_management.update_task.func(task_id=""00000278"", field=""assigned_to_email"", new_value=""nia.johnson@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","can you reassign all of {name_1}'s in progress tasks to {name_2}?","['project_management']"
"yuki is sick so reassign their in progress tasks to carlos.","['project_management.update_task.func(task_id=""00000091"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","{name_1} is sick so reassign their in progress tasks to {name_2}.","['project_management']"
"I need to reassign all of amir's in progress tasks to anaya. Can you do that?","[]","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"I need to reassign all of nia's in progress tasks to dmitri. Can you do that?","[]","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"I need to reassign all of santiago's in progress tasks to leila. Can you do that?","[]","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"can you reassign all of santiago's in progress tasks to fatima?","[]","{name_1} is sick so reassign their in progress tasks to {name_2}.","can you reassign all of {name_1}'s in progress tasks to {name_2}?","['project_management']"
"I need to reassign all of fatima's in progress tasks to dmitri. Can you do that?","['project_management.update_task.func(task_id=""00000074"", field=""assigned_to_email"", new_value=""dmitri.ivanov@atlas.com"")', 'project_management.update_task.func(task_id=""00000075"", field=""assigned_to_email"", new_value=""dmitri.ivanov@atlas.com"")', 'project_management.update_task.func(task_id=""00000002"", field=""assigned_to_email"", new_value=""dmitri.ivanov@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"I need to reassign all of chenwei's in progress tasks to yuki. Can you do that?","['project_management.update_task.func(task_id=""00000137"", field=""assigned_to_email"", new_value=""yuki.tanaka@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"I need to reassign all of anaya's in progress tasks to leila. Can you do that?","['project_management.update_task.func(task_id=""00000196"", field=""assigned_to_email"", new_value=""leila.azizi@atlas.com"")', 'project_management.update_task.func(task_id=""00000159"", field=""assigned_to_email"", new_value=""leila.azizi@atlas.com"")']","{name_1} is sick so reassign their in progress tasks to {name_2}.","I need to reassign all of {name_1}'s in progress tasks to {name_2}. Can you do that?","['project_management']"
"can you move all of leila's unfinished tasks to the backlog?","[]","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","can you move all of {name_1}'s unfinished tasks to the backlog?","['project_management']"
"dmitri is on vacation now so move all their unfinished tasks to the backlog.","['project_management.update_task.func(task_id=""00000009"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","['project_management']"
"can you move all of chenwei's unfinished tasks to the backlog?","['project_management.update_task.func(task_id=""00000137"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","can you move all of {name_1}'s unfinished tasks to the backlog?","['project_management']"
"carlos is on vacation now so move all their unfinished tasks to the backlog.","['project_management.update_task.func(task_id=""00000086"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","['project_management']"
"jinsoo is on vacation now so move all their unfinished tasks to the backlog.","['project_management.update_task.func(task_id=""00000267"", field=""list_name"", new_value=""Backlog"")', 'project_management.update_task.func(task_id=""00000214"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","['project_management']"
"I need to move all of fatima's unfinished tasks to the backlog. Can you do that?","['project_management.update_task.func(task_id=""00000074"", field=""list_name"", new_value=""Backlog"")', 'project_management.update_task.func(task_id=""00000075"", field=""list_name"", new_value=""Backlog"")', 'project_management.update_task.func(task_id=""00000002"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","I need to move all of {name_1}'s unfinished tasks to the backlog. Can you do that?","['project_management']"
"I need to move all of leila's unfinished tasks to the backlog. Can you do that?","[]","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","I need to move all of {name_1}'s unfinished tasks to the backlog. Can you do that?","['project_management']"
"can you move all of carlos's unfinished tasks to the backlog?","['project_management.update_task.func(task_id=""00000086"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","can you move all of {name_1}'s unfinished tasks to the backlog?","['project_management']"
"I need to move all of santiago's unfinished tasks to the backlog. Can you do that?","[]","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","I need to move all of {name_1}'s unfinished tasks to the backlog. Can you do that?","['project_management']"
"I need to move all of yuki's unfinished tasks to the backlog. Can you do that?","['project_management.update_task.func(task_id=""00000091"", field=""list_name"", new_value=""Backlog"")']","{name_1} is on vacation now so move all their unfinished tasks to the backlog.","I need to move all of {name_1}'s unfinished tasks to the backlog. Can you do that?","['project_management']"
"can you give all of jinsoo's overdue tasks that they haven't started to aisha?","['project_management.update_task.func(task_id=""00000250"", field=""assigned_to_email"", new_value=""aisha.chen@atlas.com"")', 'project_management.update_task.func(task_id=""00000257"", field=""assigned_to_email"", new_value=""aisha.chen@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","can you give all of {name_1}'s overdue tasks that they haven't started to {name_2}?","['project_management']"
"can you give all of luis's overdue tasks that they haven't started to carlos?","['project_management.update_task.func(task_id=""00000293"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")', 'project_management.update_task.func(task_id=""00000299"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")', 'project_management.update_task.func(task_id=""00000275"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","can you give all of {name_1}'s overdue tasks that they haven't started to {name_2}?","['project_management']"
"chenwei has some free time so can you give them all of amir's overdue tasks that they haven't started?","['project_management.update_task.func(task_id=""00000268"", field=""assigned_to_email"", new_value=""chenwei.zhang@atlas.com"")', 'project_management.update_task.func(task_id=""00000269"", field=""assigned_to_email"", new_value=""chenwei.zhang@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","{name_2} has some free time so can you give them all of {name_1}'s overdue tasks that they haven't started?","['project_management']"
"kofi has some free time so can you give them all of olga's overdue tasks that they haven't started?","['project_management.update_task.func(task_id=""00000258"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")', 'project_management.update_task.func(task_id=""00000294"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","{name_2} has some free time so can you give them all of {name_1}'s overdue tasks that they haven't started?","['project_management']"
"yuki has some free time so can you give them all of carlos's overdue tasks that they haven't started?","[]","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","{name_2} has some free time so can you give them all of {name_1}'s overdue tasks that they haven't started?","['project_management']"
"Give all the overdue tasks that fatima hasn't started to santiago.","[]","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","['project_management']"
"can you give all of luis's overdue tasks that they haven't started to amir?","['project_management.update_task.func(task_id=""00000293"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")', 'project_management.update_task.func(task_id=""00000299"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")', 'project_management.update_task.func(task_id=""00000275"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","can you give all of {name_1}'s overdue tasks that they haven't started to {name_2}?","['project_management']"
"Give all the overdue tasks that yuki hasn't started to chenwei.","[]","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","['project_management']"
"Give all the overdue tasks that chenwei hasn't started to amir.","['project_management.update_task.func(task_id=""00000125"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")', 'project_management.update_task.func(task_id=""00000145"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")', 'project_management.update_task.func(task_id=""00000105"", field=""assigned_to_email"", new_value=""amir.ali@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","['project_management']"
"kofi has some free time so can you give them all of jinsoo's overdue tasks that they haven't started?","['project_management.update_task.func(task_id=""00000250"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")', 'project_management.update_task.func(task_id=""00000257"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")']","Give all the overdue tasks that {name_1} hasn't started to {name_2}.","{name_2} has some free time so can you give them all of {name_1}'s overdue tasks that they haven't started?","['project_management']"
"I need to take jinsoo's most urgent task and reassign it to kofi. Can you do that?","['project_management.update_task.func(task_id=""00000250"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","I need to take {name_1}'s most urgent task and reassign it to {name_2}. Can you do that?","['project_management']"
"Take anaya's most urgent task and reassign it to dmitri.","['project_management.update_task.func(task_id=""00000122"", field=""assigned_to_email"", new_value=""dmitri.ivanov@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","Take {name_1}'s most urgent task and reassign it to {name_2}.","['project_management']"
"Take nia's most urgent task and reassign it to olga.","['project_management.update_task.func(task_id=""00000162"", field=""assigned_to_email"", new_value=""olga.petrova@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","Take {name_1}'s most urgent task and reassign it to {name_2}.","['project_management']"
"can you take anaya's most urgent task and reassign it to nia?","['project_management.update_task.func(task_id=""00000122"", field=""assigned_to_email"", new_value=""nia.johnson@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","can you take {name_1}'s most urgent task and reassign it to {name_2}?","['project_management']"
"can you take aisha's most urgent task and reassign it to carlos?","['project_management.update_task.func(task_id=""00000079"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","can you take {name_1}'s most urgent task and reassign it to {name_2}?","['project_management']"
"Take dmitri's most urgent task and reassign it to aisha.","['project_management.update_task.func(task_id=""00000064"", field=""assigned_to_email"", new_value=""aisha.chen@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","Take {name_1}'s most urgent task and reassign it to {name_2}.","['project_management']"
"can you take carlos's most urgent task and reassign it to luis?","['project_management.update_task.func(task_id=""00000039"", field=""assigned_to_email"", new_value=""luis.ortiz@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","can you take {name_1}'s most urgent task and reassign it to {name_2}?","['project_management']"
"I need to take jinsoo's most urgent task and reassign it to carlos. Can you do that?","['project_management.update_task.func(task_id=""00000250"", field=""assigned_to_email"", new_value=""carlos.rodriguez@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","I need to take {name_1}'s most urgent task and reassign it to {name_2}. Can you do that?","['project_management']"
"can you take fatima's most urgent task and reassign it to kofi?","['project_management.update_task.func(task_id=""00000066"", field=""assigned_to_email"", new_value=""kofi.mensah@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","can you take {name_1}'s most urgent task and reassign it to {name_2}?","['project_management']"
"I need to take yuki's most urgent task and reassign it to chenwei. Can you do that?","['project_management.update_task.func(task_id=""00000027"", field=""assigned_to_email"", new_value=""chenwei.zhang@atlas.com"")']","Take {name_1}'s most urgent task and reassign it to {name_2}.","I need to take {name_1}'s most urgent task and reassign it to {name_2}. Can you do that?","['project_management']"
