"query","answer","base_template","chosen_template","domains"
"Can you find the person with the fewest overdue tasks and assign Cameron Brown to them as a new lead in the crm?","['customer_relationship_manager.add_customer.func(customer_name=""Cameron Brown"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","Can you find the person with the fewest overdue tasks and assign {new_customer_name} to them as a new lead in the crm?","['crm', 'project_management']"
" Add Jessie Martinez as a new lead in the crm and assign them to the person with the fewest overdue tasks","['customer_relationship_manager.add_customer.func(customer_name=""Jessie Martinez"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","['crm', 'project_management']"
"Can you find the person with the fewest overdue tasks and assign Quinn Thomas to them as a new lead in the crm?","['customer_relationship_manager.add_customer.func(customer_name=""Quinn Thomas"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","Can you find the person with the fewest overdue tasks and assign {new_customer_name} to them as a new lead in the crm?","['crm', 'project_management']"
" Add Taylor Brown as a new lead in the crm and assign them to the person with the fewest overdue tasks","['customer_relationship_manager.add_customer.func(customer_name=""Taylor Brown"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","['crm', 'project_management']"
" Add Parker Martin as a new lead in the crm and assign them to the person with the fewest overdue tasks","['customer_relationship_manager.add_customer.func(customer_name=""Parker Martin"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","['crm', 'project_management']"
"Can you find the person with the fewest overdue tasks and assign Jamie Davis to them as a new lead in the crm?","['customer_relationship_manager.add_customer.func(customer_name=""Jamie Davis"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","Can you find the person with the fewest overdue tasks and assign {new_customer_name} to them as a new lead in the crm?","['crm', 'project_management']"
" Add Jaden Anderson as a new lead in the crm and assign them to the person with the fewest overdue tasks","['customer_relationship_manager.add_customer.func(customer_name=""Jaden Anderson"", assigned_to_email=""anaya.patel@atlas.com"", status=""Lead"")']"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks"," Add {new_customer_name} as a new lead in the crm and assign them to the person with the fewest overdue tasks","['crm', 'project_management']"
"Can you find the email from October 19 about 'Update on Supply Chain Enhancement Workshop' and schedule a 1.5 hour meeting called 'Update on Supply Chain Enhancement Workshop' at 12 with the sender for December 11?","['calendar.create_event.func(event_name=""Update on Supply Chain Enhancement Workshop"", participant_email=""chenwei.zhang@atlas.com"", event_start=""2023-12-11 12:00:00"", duration=""90"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"Find the email from October 17 about Update on project debrief and schedule a 1.5 hour meeting called 'Update on project debrief' at 11:30 with the sender for December 18.","['calendar.create_event.func(event_name=""Update on project debrief"", participant_email=""sofia.santos@atlas.com"", event_start=""2023-12-18 11:30:00"", duration=""90"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","['email', 'calendar']"
"Find the email from November 1 about Task Update on Design UI for landing page and schedule a 30 minute meeting called 'Task Update on Design UI for landing page' at 1 with the sender for December 18.","['calendar.create_event.func(event_name=""Task Update on Design UI for landing page"", participant_email=""nadia.moreau@atlas.com"", event_start=""2023-12-18 13:00:00"", duration=""30"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","['email', 'calendar']"
"Can you find the email from November 3 about 'Task Update on Fix bug in content delivery module' and schedule a 1 hour meeting called 'Task Update on Fix bug in content delivery module' at 11 with the sender for December 20?","['calendar.create_event.func(event_name=""Task Update on Fix bug in content delivery module"", participant_email=""leila.azizi@atlas.com"", event_start=""2023-12-20 11:00:00"", duration=""60"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"I need to schedule a 1.5 hour meeting called 'Update on Creative Thinking Workshop' at 11:30 for December 12. It's with the sender of the email from November 27 about 'Update on Creative Thinking Workshop'. Can you do that?","['calendar.create_event.func(event_name=""Update on Creative Thinking Workshop"", participant_email=""akira.sato@atlas.com"", event_start=""2023-12-12 11:30:00"", duration=""90"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","I need to schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} for {natural_language_event_date}. It's with the sender of the email from {natural_language_email_date} about '{subject}'. Can you do that?","['email', 'calendar']"
"Can you find the email from November 20 about 'Task Update on Implement payment gateway API' and schedule a 30 minute meeting called 'Task Update on Implement payment gateway API' at 12:30 with the sender for December 18?","['calendar.create_event.func(event_name=""Task Update on Implement payment gateway API"", participant_email=""leila.azizi@atlas.com"", event_start=""2023-12-18 12:30:00"", duration=""30"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"Can you find the email from November 17 about 'Task Update on Optimize database query for report generation' and schedule a 2 hour meeting called 'Task Update on Optimize database query for report generation' at 11:30 with the sender for December 15?","['calendar.create_event.func(event_name=""Task Update on Optimize database query for report generation"", participant_email=""raj.patel@atlas.com"", event_start=""2023-12-15 11:30:00"", duration=""120"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"I need to schedule a 30 minute meeting called 'Update on Annual Budget Planning Session' at 10:30 for December 8. It's with the sender of the email from November 13 about 'Update on Annual Budget Planning Session'. Can you do that?","['calendar.create_event.func(event_name=""Update on Annual Budget Planning Session"", participant_email=""anaya.patel@atlas.com"", event_start=""2023-12-08 10:30:00"", duration=""30"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","I need to schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} for {natural_language_event_date}. It's with the sender of the email from {natural_language_email_date} about '{subject}'. Can you do that?","['email', 'calendar']"
"Can you find the email from October 26 about 'Update on Board of Directors Conclave' and schedule a 2 hour meeting called 'Update on Board of Directors Conclave' at 2:30 with the sender for November 30?","['calendar.create_event.func(event_name=""Update on Board of Directors Conclave"", participant_email=""anaya.patel@atlas.com"", event_start=""2023-11-30 14:30:00"", duration=""120"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"Can you find the email from October 25 about 'Update on Project Initiation Meeting' and schedule a 1 hour meeting called 'Update on Project Initiation Meeting' at 12 with the sender for December 7?","['calendar.create_event.func(event_name=""Update on Project Initiation Meeting"", participant_email=""jinsoo.kim@atlas.com"", event_start=""2023-12-07 12:00:00"", duration=""60"")']","Find the email from {natural_language_email_date} about {subject} and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}.","Can you find the email from {natural_language_email_date} about '{subject}' and schedule a {natural_language_duration} meeting called '{subject}' at {natural_language_time} with the sender for {natural_language_event_date}?","['email', 'calendar']"
"Can you send an email to attendees of the first event on November 30? Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""fatima.khan@atlas.com"", subject=""Annual Budget Planning Session"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Can you send an email to attendees of the first event on {natural_language_event_date}? Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"I need to make sure everyone remembers to attend the first event on December 11. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email.send_email.func(recipient=""nia.johnson@atlas.com"", subject=""Annual Budget Planning Session"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","I need to make sure everyone remembers to attend the first event on {natural_language_event_date}. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email', 'calendar']"
"Can you send an email to attendees of the first event on December 21? Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""leila.azizi@atlas.com"", subject=""New Employee Onboarding"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Can you send an email to attendees of the first event on {natural_language_event_date}? Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"Send an email to attendees of the first event on December 12. Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""aisha.chen@atlas.com"", subject=""casual catch-up"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"I need to make sure everyone remembers to attend the first event on December 1. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email.send_email.func(recipient=""olga.petrova@atlas.com"", subject=""Corporate Social Responsibility Initiative"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","I need to make sure everyone remembers to attend the first event on {natural_language_event_date}. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email', 'calendar']"
"Can you send an email to attendees of the first event on December 12? Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""aisha.chen@atlas.com"", subject=""casual catch-up"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Can you send an email to attendees of the first event on {natural_language_event_date}? Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"Send an email to attendees of the first event on December 15. Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""performance evaluation"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"I need to make sure everyone remembers to attend the first event on December 6. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email.send_email.func(recipient=""aisha.chen@atlas.com"", subject=""introductory call"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","I need to make sure everyone remembers to attend the first event on {natural_language_event_date}. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email', 'calendar']"
"I need to make sure everyone remembers to attend the first event on December 21. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email.send_email.func(recipient=""leila.azizi@atlas.com"", subject=""New Employee Onboarding"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","I need to make sure everyone remembers to attend the first event on {natural_language_event_date}. Can you send an email to the attendees with the event name as the title and 'Remember to attend this event.' in the email?","['email', 'calendar']"
"Can you send an email to attendees of the first event on December 8? Title it with the event name and tell them 'Remember to attend this event.'","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Product Launch Analysis"", body=""Remember to attend this event."")']","Send an email to attendees of the first event on {natural_language_event_date}. Title it with the event name and tell them 'Remember to attend this event.'","Can you send an email to attendees of the first event on {natural_language_event_date}? Title it with the event name and tell them 'Remember to attend this event.'","['email', 'calendar']"
"if yuki hasn't sent me any emails in the past 4 days, schedule a half hour meeting with them for Friday at 12 and call it 'Catch up with yuki'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","if {sender_name} hasn't sent me any emails in the past {days} days, schedule a half hour meeting with them for {day_of_week} at {natural_language_time} and call it 'Catch up with {sender_name}'","['email', 'calendar']"
"If nadia hasn't sent me any emails in the past 2 days, schedule a 30 minute meeting with them for Wednesday at 2:30 called 'Catch up with nadia'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"If luis hasn't sent me any emails in the past 4 days, schedule a 30 minute meeting with them for Tuesday at 9:30 called 'Catch up with luis'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"I can't remember the last time I heard from kofi. Can you check if they've sent me any emails in the past 4 days? If not, schedule a 30 minute meeting with them for Tuesday at 10:30 called 'Catch up with kofi'","['calendar.create_event.func(event_name=""Catch up with kofi"", participant_email=""kofi.mensah@atlas.com"", event_start=""2023-12-05 10:30:00"", duration=""30"")']","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","I can't remember the last time I heard from {sender_name}. Can you check if they've sent me any emails in the past {days} days? If not, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"I can't remember the last time I heard from yuki. Can you check if they've sent me any emails in the past 2 days? If not, schedule a 30 minute meeting with them for Friday at 3:30 called 'Catch up with yuki'","['calendar.create_event.func(event_name=""Catch up with yuki"", participant_email=""yuki.tanaka@atlas.com"", event_start=""2023-12-01 15:30:00"", duration=""120"")']","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","I can't remember the last time I heard from {sender_name}. Can you check if they've sent me any emails in the past {days} days? If not, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"if fatima hasn't sent me any emails in the past 3 days, schedule a half hour meeting with them for Friday at 12 and call it 'Catch up with fatima'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","if {sender_name} hasn't sent me any emails in the past {days} days, schedule a half hour meeting with them for {day_of_week} at {natural_language_time} and call it 'Catch up with {sender_name}'","['email', 'calendar']"
"I can't remember the last time I heard from yuki. Can you check if they've sent me any emails in the past 4 days? If not, schedule a 30 minute meeting with them for Monday at 3 called 'Catch up with yuki'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","I can't remember the last time I heard from {sender_name}. Can you check if they've sent me any emails in the past {days} days? If not, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"if fatima hasn't sent me any emails in the past 3 days, schedule a half hour meeting with them for Monday at 9:30 and call it 'Catch up with fatima'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","if {sender_name} hasn't sent me any emails in the past {days} days, schedule a half hour meeting with them for {day_of_week} at {natural_language_time} and call it 'Catch up with {sender_name}'","['email', 'calendar']"
"If akira hasn't sent me any emails in the past 2 days, schedule a 30 minute meeting with them for Tuesday at 12:30 called 'Catch up with akira'","['calendar.create_event.func(event_name=""Catch up with akira"", participant_email=""akira.sato@atlas.com"", event_start=""2023-12-05 12:30:00"", duration=""60"")']","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"If akira hasn't sent me any emails in the past 3 days, schedule a 30 minute meeting with them for Friday at 2:30 called 'Catch up with akira'","[]","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","If {sender_name} hasn't sent me any emails in the past {days} days, schedule a 30 minute meeting with them for {day_of_week} at {natural_language_time} called 'Catch up with {sender_name}'","['email', 'calendar']"
"I haven't met with amir in a while. if it's been longer than 2 days can you send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email.send_email.func(recipient=""amir.ali@atlas.com"", subject=""Catch up soon?"", body=""We haven\'t caught up in a while - can you send some availability over next week?"")']","If I haven't met with {name} in the past {days} days, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","I haven't met with {name} in a while. if it's been longer than {days} days can you send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email', 'calendar']"
"I haven't met with fatima in a while. if it's been longer than 10 days can you send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email.send_email.func(recipient=""fatima.khan@atlas.com"", subject=""Catch up soon?"", body=""We haven\'t caught up in a while - can you send some availability over next week?"")']","If I haven't met with {name} in the past {days} days, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","I haven't met with {name} in a while. if it's been longer than {days} days can you send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email', 'calendar']"
"can't remember the last time I met with nia. Can you check if it's been over 2 days? If so, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","[]","If I haven't met with {name} in the past {days} days, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","can't remember the last time I met with {name}. Can you check if it's been over {days} days? If so, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email', 'calendar']"
"can't remember the last time I met with kofi. Can you check if it's been over 2 days? If so, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email.send_email.func(recipient=""kofi.mensah@atlas.com"", subject=""Catch up soon?"", body=""We haven\'t caught up in a while - can you send some availability over next week?"")']","If I haven't met with {name} in the past {days} days, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","can't remember the last time I met with {name}. Can you check if it's been over {days} days? If so, send them an email titled 'Catch up soon?' saying 'We haven't caught up in a while - can you send some availability over next week?'","['email', 'calendar']"
