"query","answer","base_template","chosen_template","domains"
"I need to send an email to dmitri saying 'Hey Sam,

Encountered a few challenges while working on the Innovation and Creativity Hackathon. Could use your advice.

Thanks,
Anaya' and title it 'Update on performance evaluation'. Can you do that?","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Update on performance evaluation"", body=""Hey Sam,\n\nEncountered a few challenges while working on the Innovation and Creativity Hackathon. Could use your advice.\n\nThanks,\nAnaya"")']","Send an email to {name} saying '{body}' and title it '{subject}'","I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?","['email']"
"I need to send an email to chenwei saying 'Sam,

I wanted to let you know that I've completed the tasks for the daily stand-up. Looking forward to your feedback.

Thanks,
Raj' and title it 'Update on daily stand-up'. Can you do that?","['email.send_email.func(recipient=""chenwei.zhang@atlas.com"", subject=""Update on daily stand-up"", body=""Sam,\n\nI wanted to let you know that I\'ve completed the tasks for the daily stand-up. Looking forward to your feedback.\n\nThanks,\nRaj"")']","Send an email to {name} saying '{body}' and title it '{subject}'","I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?","['email']"
"Send an email to lena saying 'Sam,

I've been assigned 'Develop prototype for report generation'. Excited to work on this and confident it will greatly improve our backend efficiency.

Cheers,
Carlos' and title it 'Task Update on Create wireframe for homepage'","['email.send_email.func(recipient=""lena.schmidt@atlas.com"", subject=""Task Update on Create wireframe for homepage"", body=""Sam,\n\nI\'ve been assigned \'Develop prototype for report generation\'. Excited to work on this and confident it will greatly improve our backend efficiency.\n\nCheers,\nCarlos"")']","Send an email to {name} saying '{body}' and title it '{subject}'","Send an email to {name} saying '{body}' and title it '{subject}'","['email']"
"please send an email to nadia saying 'Sam,

I've been assigned 'Develop prototype for report generation'. Excited to work on this and confident it will greatly improve our backend efficiency.

Cheers,
Carlos' and title it 'Task Update on Create wireframe for homepage'","['email.send_email.func(recipient=""nadia.moreau@atlas.com"", subject=""Task Update on Create wireframe for homepage"", body=""Sam,\n\nI\'ve been assigned \'Develop prototype for report generation\'. Excited to work on this and confident it will greatly improve our backend efficiency.\n\nCheers,\nCarlos"")']","Send an email to {name} saying '{body}' and title it '{subject}'","please send an email to {name} saying '{body}' and title it '{subject}'","['email']"
"I need to send an email to amir saying 'Sam,

Regarding task 'Add authentication for email notification', I've made significant progress but have hit a snag with UI responsiveness. Could use a brainstorm session.

Additionally, I wanted to touch base on some other areas we've been focusing on lately. Our team has been working tirelessly on improving our project management workflows and enhancing collaboration across departments. This effort includes adopting new tools, refining our communication strategies, and ensuring that all team members are fully aligned with our objectifs.

Regards,
Fatima' and title it 'Update on status briefing'. Can you do that?","['email.send_email.func(recipient=""amir.ali@atlas.com"", subject=""Update on status briefing"", body=""Sam,\n\nRegarding task \'Add authentication for email notification\', I\'ve made significant progress but have hit a snag with UI responsiveness. Could use a brainstorm session.\n\nAdditionally, I wanted to touch base on some other areas we\'ve been focusing on lately. Our team has been working tirelessly on improving our project management workflows and enhancing collaboration across departments. This effort includes adopting new tools, refining our communication strategies, and ensuring that all team members are fully aligned with our objectifs.\n\nRegards,\nFatima"")']","Send an email to {name} saying '{body}' and title it '{subject}'","I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?","['email']"
"please send an email to aisha saying 'Hi Sam,

I have some ideas for the Machine Learning Chat that I'd like to run by you. When are you free?

Best,
Nia' and title it 'Update on Innovation and Creativity Hackathon'","['email.send_email.func(recipient=""aisha.chen@atlas.com"", subject=""Update on Innovation and Creativity Hackathon"", body=""Hi Sam,\n\nI have some ideas for the Machine Learning Chat that I\'d like to run by you. When are you free?\n\nBest,\nNia"")']","Send an email to {name} saying '{body}' and title it '{subject}'","please send an email to {name} saying '{body}' and title it '{subject}'","['email']"
"I need to send an email to dmitri saying 'Hey Sam,

I have some ideas for the process review that I'd like to run by you. When are you free?

Thanks,
Santiago' and title it 'Update on Product Launch Analysis'. Can you do that?","['email.send_email.func(recipient=""dmitri.ivanov@atlas.com"", subject=""Update on Product Launch Analysis"", body=""Hey Sam,\n\nI have some ideas for the process review that I\'d like to run by you. When are you free?\n\nThanks,\nSantiago"")']","Send an email to {name} saying '{body}' and title it '{subject}'","I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?","['email']"
"I need to send an email to kofi saying 'Hi Sam,

I've been assigned 'Fix bug in user management module'. Excited to work on this and confident it will greatly improve our backend efficiency.

Thanks,
Aisha' and title it 'Update on Corporate Social Responsibility Initiative'. Can you do that?","['email.send_email.func(recipient=""kofi.mensah@atlas.com"", subject=""Update on Corporate Social Responsibility Initiative"", body=""Hi Sam,\n\nI\'ve been assigned \'Fix bug in user management module\'. Excited to work on this and confident it will greatly improve our backend efficiency.\n\nThanks,\nAisha"")']","Send an email to {name} saying '{body}' and title it '{subject}'","I need to send an email to {name} saying '{body}' and title it '{subject}'. Can you do that?","['email']"
"I need to get back to yuki's last email about 'Update on Client Appreciation Gala' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email.reply_email.func(email_id=""00000234"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email']"
"Reply to yuki's last email about 'Update on Corporate Social Responsibility Initiative' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000446"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"I need to get back to dmitri's last email about 'Update on team coordination meeting' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email.reply_email.func(email_id=""00000313"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email']"
"Reply to anaya's last email about 'Update on Innovation and Creativity Hackathon' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000258"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"I need to get back to amir's last email about 'Update on Risk Management Forum' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email.reply_email.func(email_id=""00000188"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email']"
"Reply to nia's last email about 'Task Update on Design logo for website' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000403"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"I need to get back to lena's last email about 'Update on Leadership Training Workshop' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email.reply_email.func(email_id=""00000048"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","I need to get back to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow. Can you send the reply for me?","['email']"
"Reply to raj's last email about 'Update on IT Systems Update Briefing' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000001"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"Reply to chenwei's last email about 'Task Update on Develop prototype for login system' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000239"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"Reply to yuki's last email about 'Task Update on Add authentication for email notification' with 'Thanks for the update - I will get back to you tomorrow.'","['email.reply_email.func(email_id=""00000286"", body=""Thanks for the update - I will get back to you tomorrow."")']","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","Reply to {name}'s last email about '{subject}' with 'Thanks for the update - I will get back to you tomorrow.'","['email']"
"carlos needs all the emails from chenwei last week about 'Update on Supply Chain Enhancement Workshop'. Can you forward them?","['email.forward_email.func(email_id=""00000337"", recipient=""carlos.rodriguez@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?","['email']"
"can you forward all the emails from anaya last week about 'Update on Board of Directors Conclave' to nadia","['email.forward_email.func(email_id=""00000346"", recipient=""nadia.moreau@atlas.com"")', 'email.forward_email.func(email_id=""00000120"", recipient=""nadia.moreau@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","can you forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"nia needs all the emails from sofia last week about 'Update on Risk Management Forum'. Can you forward them?","['email.forward_email.func(email_id=""00000173"", recipient=""nia.johnson@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?","['email']"
"chenwei needs all the emails from nadia last week about 'Task Update on Improve UX of feedback submission'. Can you forward them?","['email.forward_email.func(email_id=""00000198"", recipient=""chenwei.zhang@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?","['email']"
"Forward all the emails from fatima last week about 'Task Update on Develop prototype for report generation' to anaya","['email.forward_email.func(email_id=""00000017"", recipient=""anaya.patel@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"Forward all the emails from anaya last week about 'Update on status briefing' to amir","['email.forward_email.func(email_id=""00000281"", recipient=""amir.ali@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"Forward all the emails from sofia last week about 'Task Update on Improve UX of onboarding process' to amir","['email.forward_email.func(email_id=""00000264"", recipient=""amir.ali@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"Forward all the emails from amir last week about 'Task Update on Update brand colors in website' to yuki","['email.forward_email.func(email_id=""00000431"", recipient=""yuki.tanaka@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"Forward all the emails from akira last week about 'Update on Client Appreciation Gala' to kofi","['email.forward_email.func(email_id=""00000477"", recipient=""kofi.mensah@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","['email']"
"carlos needs all the emails from nia last week about 'Update on introductory call'. Can you forward them?","['email.forward_email.func(email_id=""00000308"", recipient=""carlos.rodriguez@atlas.com"")']","Forward all the emails from {name} last week about '{subject}' to {recipient_name}","{recipient_name} needs all the emails from {name} last week about '{subject}'. Can you forward them?","['email']"
"Forward the latest email about 'Task Update on Add authentication for email notification' to olga","['email.forward_email.func(email_id=""00000436"", recipient=""olga.petrova@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"santiago needs the latest email about 'Update on Client Appreciation Gala'. Can you forward it?","['email.forward_email.func(email_id=""00000206"", recipient=""santiago.martinez@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","{recipient_name} needs the latest email about '{subject}'. Can you forward it?","['email']"
"amir needs the latest email about 'Update on Machine Learning Chat'. Can you forward it?","['email.forward_email.func(email_id=""00000409"", recipient=""amir.ali@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","{recipient_name} needs the latest email about '{subject}'. Can you forward it?","['email']"
"can you forward the latest email about 'Update on Corporate Governance Workshop' to yuki","['email.forward_email.func(email_id=""00000428"", recipient=""yuki.tanaka@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","can you forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward the latest email about 'Task Update on Add animation to form submission button' to raj","['email.forward_email.func(email_id=""00000349"", recipient=""raj.patel@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward the latest email about 'Task Update on Design logo for website' to dmitri","['email.forward_email.func(email_id=""00000118"", recipient=""dmitri.ivanov@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward the latest email about 'Task Update on Design logo for blog' to yuki","['email.forward_email.func(email_id=""00000415"", recipient=""yuki.tanaka@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward the latest email about 'Update on team coordination meeting' to chenwei","['email.forward_email.func(email_id=""00000134"", recipient=""chenwei.zhang@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"can you forward the latest email about 'Task Update on Design logo for blog' to carlos","['email.forward_email.func(email_id=""00000415"", recipient=""carlos.rodriguez@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","can you forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward the latest email about 'Task Update on Optimize database query for user management' to aisha","['email.forward_email.func(email_id=""00000422"", recipient=""aisha.chen@atlas.com"")']","Forward the latest email about '{subject}' to {recipient_name}","Forward the latest email about '{subject}' to {recipient_name}","['email']"
"Forward my most recent email from fatima to kofi","['email.forward_email.func(email_id=""00000119"", recipient=""kofi.mensah@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","Forward my most recent email from {sender_name} to {recipient_name}","['email']"
"Forward my most recent email from kofi to jinsoo","['email.forward_email.func(email_id=""00000259"", recipient=""jinsoo.kim@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","Forward my most recent email from {sender_name} to {recipient_name}","['email']"
"Forward my most recent email from anaya to olga","['email.forward_email.func(email_id=""00000166"", recipient=""olga.petrova@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","Forward my most recent email from {sender_name} to {recipient_name}","['email']"
"can you forward my most recent email from leila to anaya","['email.forward_email.func(email_id=""00000052"", recipient=""anaya.patel@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","can you forward my most recent email from {sender_name} to {recipient_name}","['email']"
"can you forward my most recent email from jinsoo to chenwei","['email.forward_email.func(email_id=""00000204"", recipient=""chenwei.zhang@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","can you forward my most recent email from {sender_name} to {recipient_name}","['email']"
"can you forward my most recent email from kofi to nia","['email.forward_email.func(email_id=""00000259"", recipient=""nia.johnson@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","can you forward my most recent email from {sender_name} to {recipient_name}","['email']"
"fatima needs my most recent email from leila. Can you forward it?","['email.forward_email.func(email_id=""00000052"", recipient=""fatima.khan@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","{recipient_name} needs my most recent email from {sender_name}. Can you forward it?","['email']"
"can you forward my most recent email from sofia to dmitri","['email.forward_email.func(email_id=""00000438"", recipient=""dmitri.ivanov@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","can you forward my most recent email from {sender_name} to {recipient_name}","['email']"
"anaya needs my most recent email from akira. Can you forward it?","['email.forward_email.func(email_id=""00000429"", recipient=""anaya.patel@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","{recipient_name} needs my most recent email from {sender_name}. Can you forward it?","['email']"
"can you forward my most recent email from olga to raj","['email.forward_email.func(email_id=""00000206"", recipient=""raj.patel@atlas.com"")']","Forward my most recent email from {sender_name} to {recipient_name}","can you forward my most recent email from {sender_name} to {recipient_name}","['email']"
"Forward the last email about 'Update on feedback discussion' to amir and akira","['email.forward_email.func(email_id=""00000092"", recipient=""amir.ali@atlas.com"")', 'email.forward_email.func(email_id=""00000092"", recipient=""akira.sato@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"Forward the last email about 'Update on Annual Budget Planning Session' to carlos and nadia","['email.forward_email.func(email_id=""00000012"", recipient=""carlos.rodriguez@atlas.com"")', 'email.forward_email.func(email_id=""00000012"", recipient=""nadia.moreau@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"dmitri and yuki need the last email about 'Update on IT Systems Update Briefing'. Can you forward it?","['email.forward_email.func(email_id=""00000412"", recipient=""dmitri.ivanov@atlas.com"")', 'email.forward_email.func(email_id=""00000412"", recipient=""yuki.tanaka@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","{recipient_name1} and {recipient_name2} need the last email about '{subject}'. Can you forward it?","['email']"
"Forward the last email about 'Update on project debrief' to olga and kofi","['email.forward_email.func(email_id=""00000245"", recipient=""olga.petrova@atlas.com"")', 'email.forward_email.func(email_id=""00000245"", recipient=""kofi.mensah@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"lena and aisha need the last email about 'Update on Team Building Retreat'. Can you forward it?","['email.forward_email.func(email_id=""00000262"", recipient=""lena.schmidt@atlas.com"")', 'email.forward_email.func(email_id=""00000262"", recipient=""aisha.chen@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","{recipient_name1} and {recipient_name2} need the last email about '{subject}'. Can you forward it?","['email']"
"Forward the last email about 'Update on Board of Directors Conclave' to akira and yuki","['email.forward_email.func(email_id=""00000120"", recipient=""akira.sato@atlas.com"")', 'email.forward_email.func(email_id=""00000120"", recipient=""yuki.tanaka@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"Forward the last email about 'Update on introductory call' to lena and nadia","['email.forward_email.func(email_id=""00000308"", recipient=""lena.schmidt@atlas.com"")', 'email.forward_email.func(email_id=""00000308"", recipient=""nadia.moreau@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"can you forward the last email about 'Update on Machine Learning Chat' to nadia and jinsoo","['email.forward_email.func(email_id=""00000409"", recipient=""nadia.moreau@atlas.com"")', 'email.forward_email.func(email_id=""00000409"", recipient=""jinsoo.kim@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","can you forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"raj and sofia need the last email about 'Update on introductory call'. Can you forward it?","['email.forward_email.func(email_id=""00000308"", recipient=""raj.patel@atlas.com"")', 'email.forward_email.func(email_id=""00000308"", recipient=""sofia.santos@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","{recipient_name1} and {recipient_name2} need the last email about '{subject}'. Can you forward it?","['email']"
"Forward the last email about 'Update on casual catch-up' to anaya and luis","['email.forward_email.func(email_id=""00000208"", recipient=""anaya.patel@atlas.com"")', 'email.forward_email.func(email_id=""00000208"", recipient=""luis.ortiz@atlas.com"")']","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","Forward the last email about '{subject}' to {recipient_name1} and {recipient_name2}","['email']"
"I need to reply to the latest email from sofia with 'Got it, thank you!'. Can you do that?","['email.reply_email.func(email_id=""00000438"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","I need to reply to the latest email from {sender_name} with 'Got it, thank you!'. Can you do that?","['email']"
"can you reply to the latest email from carlos with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000068"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","can you reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
"Reply to the latest email from chenwei with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000211"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","Reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
"can you reply to the latest email from nia with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000066"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","can you reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
"Reply to the latest email from akira with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000429"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","Reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
"Reply to the latest email from sofia with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000438"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","Reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
"I need to reply to the latest email from amir with 'Got it, thank you!'. Can you do that?","['email.reply_email.func(email_id=""00000188"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","I need to reply to the latest email from {sender_name} with 'Got it, thank you!'. Can you do that?","['email']"
"I need to reply to the latest email from nia with 'Got it, thank you!'. Can you do that?","['email.reply_email.func(email_id=""00000066"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","I need to reply to the latest email from {sender_name} with 'Got it, thank you!'. Can you do that?","['email']"
"Reply to the latest email from santiago with 'Got it, thank you!'","['email.reply_email.func(email_id=""00000348"", body=""Got it, thank you!"")']","Reply to the latest email from {sender_name} with 'Got it, thank you!'","Reply to the latest email from {sender_name} with 'Got it, thank you!'","['email']"
